,name,chamber,party,state,district,date,content,replyCount,retweetCount,likeCount,quoteCount,handle,platform,url,photos,news,text,toke,superBERT,enga,cvs
39,Marsha Blackburn,Senate,Republican,TN,,2021-10-05 00:01:04+00:00,The American dream and our freedoms are worth protecting for our children and grandchildren. https://t.co/fHIb5Aq6s6,161,197,786,8,marshablackburn,Twitter,https://twitter.com/MarshaBlackburn/status/1445177179885682695,https://pbs.twimg.com/ext_tw_video_thumb/1445177044028076035/pu/img/C9y1gkpcErRGObHC.jpg,[],american dream freedoms worth protecting children grandchildren,"['american', 'dream', 'freedoms', 'worth', 'protecting', 'children', 'grandchildren']",24,1152,False
40,Dan Sullivan,Senate,Republican,AK,,2021-10-04 23:57:18+00:00,"President Biden needs to reiterate America’s clear, unflinching support for the people of #Taiwan. Greater provocation by the #CCP will only further isolate China and rally the nations of the world to the cause of peace in the Indo-Pacific. twitter.com/sendansullivan…",6,8,13,2,sendansullivan,Twitter,https://twitter.com/SenDanSullivan/status/1445176233654898691,,['https://twitter.com/sendansullivan/status/1445175560200728579'],president biden needs reiterate americas clear unflinching support people taiwan greater provocation ccp isolate china rally nations world cause peace indopacific twittercomsendansullivan,"['president', 'biden', 'needs', 'reiterate', 'americas', 'clear', 'unflinching', 'support', 'people', 'taiwan', 'greater', 'provocation', 'ccp', 'isolate', 'china', 'rally', 'nations', 'world', 'cause', 'peace', 'indopacific', 'twittercomsendansullivan']",9,29,False
41,Dan Sullivan,Senate,Republican,AK,,2021-10-04 23:54:38+00:00,We knew this was coming. I’ve been saying for weeks that China would be looking to test the Biden administration following the disastrous withdrawal from #Afghanistan. This historic debacle has clearly left our allies shaken and our adversaries emboldened. twitter.com/starsandstripe…,11,5,13,3,sendansullivan,Twitter,https://twitter.com/SenDanSullivan/status/1445175560200728579,,['https://twitter.com/starsandstripes/status/1445091813501673483'],knew coming ive saying weeks china would looking test biden administration following disastrous withdrawal afghanistan historic debacle clearly left allies shaken adversaries emboldened twittercomstarsandstripe,"['knew', 'coming', 'ive', 'saying', 'weeks', 'china', 'would', 'looking', 'test', 'biden', 'administration', 'following', 'disastrous', 'withdrawal', 'afghanistan', 'historic', 'debacle', 'clearly', 'left', 'allies', 'shaken', 'adversaries', 'emboldened', 'twittercomstarsandstripe']",9,32,False
42,Sheldon Whitehouse,Senate,Democrat,RI,,2021-10-04 23:50:04+00:00,It’s a Court whose behavior tracks exactly what a captured Court would do.,25,267,1309,8,senwhitehouse,Twitter,https://twitter.com/SenWhitehouse/status/1445174412601348101,,[],court whose behavior tracks exactly captured court would,"['court', 'whose', 'behavior', 'tracks', 'exactly', 'captured', 'court', 'would']",19,1609,False
43,Sheldon Whitehouse,Senate,Democrat,RI,,2021-10-04 23:50:03+00:00,"This is not just a matter of public opinion. It’s statistics (80-0 record for Repub donors in partisan 5-4 decisions), it’s money ($250 million per WaPo to acquire this Court), and it’s secrecy (dark-money funders and briefers).
washingtonpost.com/opinions/2021/…",53,1013,2440,37,senwhitehouse,Twitter,https://twitter.com/SenWhitehouse/status/1445174409380118529,,['https://www.washingtonpost.com/opinions/2021/10/01/supreme-court-crisis-of-legitimacy/'],matter public opinion statistics record repub donors partisan decisions money million per wapo acquire court secrecy darkmoney funders brieferswashingtonpostcomopinions2021,"['matter', 'public', 'opinion', 'statistics', 'record', 'repub', 'donors', 'partisan', 'decisions', 'money', 'million', 'per', 'wapo', 'acquire', 'court', 'secrecy', 'darkmoney', 'funders', 'brieferswashingtonpostcomopinions2021']",0,3543,False
44,Bill Hagerty,Senate,Republican,TN,,2021-10-04 23:40:32+00:00,"Woody Williams, the oldest living Medal of Honor recipient, earned the award in 1945 for his heroic acts in the Battle of Iwo Jima. Honored to have him in Knoxville at the flag-raising ceremony for the 2022 MOH Society Celebration. We as a nation are forever indebted to him! https://t.co/b5q01Oqx4w",0,7,28,0,senatorhagerty,Twitter,https://twitter.com/SenatorHagerty/status/1445172014797533185,https://pbs.twimg.com/media/FA5ISPDX0AQV5eQ?format=jpg&name=small,[],woody williams oldest living medal honor recipient earned award heroic acts battle iwo jima honored knoxville flagraising ceremony moh society celebration nation forever indebted,"['woody', 'williams', 'oldest', 'living', 'medal', 'honor', 'recipient', 'earned', 'award', 'heroic', 'acts', 'battle', 'iwo', 'jima', 'honored', 'knoxville', 'flagraising', 'ceremony', 'moh', 'society', 'celebration', 'nation', 'forever', 'indebted']",6,35,False
45,Richard J. Durbin,Senate,Democrat,IL,,2021-10-04 23:28:37+00:00,The Republican strategy is now to filibuster until we default on the national debt. They alone own this crisis. https://t.co/CJ4MDL9ojZ,102,199,504,16,senatordurbin,Twitter,https://twitter.com/SenatorDurbin/status/1445169014024638467,https://pbs.twimg.com/amplify_video_thumb/1445140944093949953/img/J9qtdf8FczvsW2dB.jpg,[],republican strategy filibuster default national debt alone crisis,"['republican', 'strategy', 'filibuster', 'default', 'national', 'debt', 'alone', 'crisis']",0,821,False
46,Margaret Wood Hassan,Senate,Democrat,NH,,2021-10-04 23:28:06+00:00,UPDATE: The Biden administration just approved a Disaster Declaration that will help Cheshire &amp; Sullivan Counties get critical funding to help rebuild &amp; recover from this summer's storms. I'll continue working with the NH Congressional Delegation to get NH the help it needs.,5,33,120,0,senatorhassan,Twitter,https://twitter.com/SenatorHassan/status/1445168885527941120,,[],update biden administration approved disaster declaration help cheshire sullivan counties get critical funding help rebuild recover summers storms ill continue working nh congressional delegation get nh help needs,"['update', 'biden', 'administration', 'approved', 'disaster', 'declaration', 'help', 'cheshire', 'sullivan', 'counties', 'get', 'critical', 'funding', 'help', 'rebuild', 'recover', 'summers', 'storms', 'ill', 'continue', 'working', 'nh', 'congressional', 'delegation', 'get', 'nh', 'help', 'needs']",1,158,False
47,Cynthia M. Lummis,Senate,Republican,WY,,2021-10-04 23:27:39+00:00,I’m about to join @bdomenech on Fox News Primetime to talk about Big Tech and your data privacy. Tune in!,19,24,205,0,senlummis,Twitter,https://twitter.com/SenLummis/status/1445168769005989894,,[],im join fox news primetime talk big tech data privacy tune,"['im', 'join', 'fox', 'news', 'primetime', 'talk', 'big', 'tech', 'data', 'privacy', 'tune']",4,248,False
48,Alex Padilla,Senate,Democrat,CA,,2021-10-04 23:27:11+00:00,Joining @ErinBurnett on @OutFrontCNN shortly to discuss our ongoing fight to deliver on President Biden's full agenda. Tune in. https://t.co/6BED1a7j02,11,15,106,2,senalexpadilla,Twitter,https://twitter.com/SenAlexPadilla/status/1445168651129266183,https://pbs.twimg.com/media/FA5FOlZWUAosF3E?format=jpg&name=small,[],joining shortly discuss ongoing fight deliver president bidens full agenda tune,"['joining', 'shortly', 'discuss', 'ongoing', 'fight', 'deliver', 'president', 'bidens', 'full', 'agenda', 'tune']",-1,134,False
49,Lisa Murkowski,Senate,Republican,AK,,2021-10-04 23:17:00+00:00,"The goal of palliative care is to minimize pain &amp; discomfort while maximizing quality of life–&amp; can only happen if we have an adequate number of caretakers. My legislation w/ @SenJackyRosen opens the door to providers who want to train in palliative care.
murkowski.senate.gov/press/release/…",19,15,62,3,lisamurkowski,Twitter,https://twitter.com/lisamurkowski/status/1445166089231536129,,['https://www.murkowski.senate.gov/press/release/rosen-murkowski-introduce-bipartisan-bill-expanding-palliative-care-training-for-national-health-service-corps-providers-'],goal palliative care minimize pain discomfort maximizing quality lifeamp happen adequate number caretakers legislation w opens door providers want train palliative caremurkowskisenategovpressrelease,"['goal', 'palliative', 'care', 'minimize', 'pain', 'discomfort', 'maximizing', 'quality', 'lifeamp', 'happen', 'adequate', 'number', 'caretakers', 'legislation', 'w', 'opens', 'door', 'providers', 'want', 'train', 'palliative', 'caremurkowskisenategovpressrelease']",7,99,False
50,Jacky Rosen,Senate,Democrat,NV,,2021-10-04 23:15:00+00:00,"Over 700,000 flags stand to commemorate each American who died of COVID-19. Each flag represents a friend, brother or sister, parent or child that was taken from us by this deadly virus.

Please, protect yourself, your loved ones, and your community and get vaccinated. https://t.co/YmWCWyo62L",8,14,48,0,senjackyrosen,Twitter,https://twitter.com/SenJackyRosen/status/1445165586049388544,https://pbs.twimg.com/media/FA4pD1wWQAAyPhs?format=jpg&name=small,[],flags stand commemorate american died covid19 flag represents friend brother sister parent child taken us deadly virusplease protect loved ones community get vaccinated,"['flags', 'stand', 'commemorate', 'american', 'died', 'covid19', 'flag', 'represents', 'friend', 'brother', 'sister', 'parent', 'child', 'taken', 'us', 'deadly', 'virusplease', 'protect', 'loved', 'ones', 'community', 'get', 'vaccinated']",3,70,False
51,Thom Tillis,Senate,Republican,NC,,2021-10-04 23:10:29+00:00,"Praying for the family of the soldier killed and for all the soldiers wounded in today's incident.

This is a stark reminder of the selfless risks our servicemembers take each and every day to protect our great nation, even in noncombat situations.
 
abc11.com/bragg-soldier-…",13,7,34,0,senthomtillis,Twitter,https://twitter.com/SenThomTillis/status/1445164451276197892,,['https://abc11.com/bragg-soldier-killed-4-hurt-in-military-vehicle-accident-on-base/11080709/'],praying family soldier killed soldiers wounded todays incidentthis stark reminder selfless risks servicemembers take every day protect great nation even noncombat situationsabc11combraggsoldier,"['praying', 'family', 'soldier', 'killed', 'soldiers', 'wounded', 'todays', 'incidentthis', 'stark', 'reminder', 'selfless', 'risks', 'servicemembers', 'take', 'every', 'day', 'protect', 'great', 'nation', 'even', 'noncombat', 'situationsabc11combraggsoldier']",6,54,False
52,Cynthia M. Lummis,Senate,Republican,WY,,2021-10-04 22:38:37+00:00,https://t.co/OykLbTirSM,48,149,810,6,senlummis,Twitter,https://twitter.com/SenLummis/status/1445156430089236481,https://pbs.twimg.com/media/FA46Gm6WQAEtgSI?format=jpg&name=small,[],,[],28,1013,True
53,Joni Ernst,Senate,Republican,IA,,2021-10-04 22:36:37+00:00,"I’m helping lead this effort to create a bipartisan, bicameral committee to investigate Pres. Biden’s hasty withdrawal from Afghanistan and hold the Administration accountable for their failures. twitter.com/senrickscott/s…",70,27,130,4,senjoniernst,Twitter,https://twitter.com/SenJoniErnst/status/1445155925858340875,,['https://twitter.com/senrickscott/status/1445137246156382219'],im helping lead effort create bipartisan bicameral committee investigate pres bidens hasty withdrawal afghanistan hold administration accountable failures twittercomsenrickscotts,"['im', 'helping', 'lead', 'effort', 'create', 'bipartisan', 'bicameral', 'committee', 'investigate', 'pres', 'bidens', 'hasty', 'withdrawal', 'afghanistan', 'hold', 'administration', 'accountable', 'failures', 'twittercomsenrickscotts']",8,231,False
54,Marsha Blackburn,Senate,Republican,TN,,2021-10-04 22:34:06+00:00,Facebook isn't having a great start to the week... and tomorrow doesn’t look any brighter for them. @SenBlumenthal,87,239,1522,8,marshablackburn,Twitter,https://twitter.com/MarshaBlackburn/status/1445155293705428994,,[],facebook isnt great start week tomorrow doesnt look brighter,"['facebook', 'isnt', 'great', 'start', 'week', 'tomorrow', 'doesnt', 'look', 'brighter']",4,1856,False
55,Raphael G. Warnock,Senate,Democrat,GA,,2021-10-04 22:32:47+00:00,"As we recover from this pandemic, the last thing Georgians need is for our economy to be thrown into a tailspin because the federal government defaulted on its own debt.
 
It’s time for the partisan games to end &amp; for lawmakers to come together to pay the nation’s bills.",33,198,786,3,senatorwarnock,Twitter,https://twitter.com/SenatorWarnock/status/1445154964318392325,,[],recover pandemic last thing georgians need economy thrown tailspin federal government defaulted debtits time partisan games end lawmakers come together pay nations bills,"['recover', 'pandemic', 'last', 'thing', 'georgians', 'need', 'economy', 'thrown', 'tailspin', 'federal', 'government', 'defaulted', 'debtits', 'time', 'partisan', 'games', 'end', 'lawmakers', 'come', 'together', 'pay', 'nations', 'bills']",0,1020,False
56,Jeanne Shaheen,Senate,Democrat,NH,,2021-10-04 22:30:57+00:00,"Thank you, @ManchesterFD, for operating the Safe Station initiative that has helped Granite Staters suffering from substance use disorders over the last 6 years. By providing walk-in services &amp; a safe space to heal, it has saved lives &amp; left an indelible mark on our community. twitter.com/UnionLeader/st…",6,6,17,0,senatorshaheen,Twitter,https://twitter.com/SenatorShaheen/status/1445154503209193476,,['https://twitter.com/UnionLeader/status/1444825874935730180'],thank operating safe station initiative helped granite staters suffering substance use disorders last years providing walkin services safe space heal saved lives left indelible mark community twittercomunionleaderst,"['thank', 'operating', 'safe', 'station', 'initiative', 'helped', 'granite', 'staters', 'suffering', 'substance', 'use', 'disorders', 'last', 'years', 'providing', 'walkin', 'services', 'safe', 'space', 'heal', 'saved', 'lives', 'left', 'indelible', 'mark', 'community', 'twittercomunionleaderst']",1,29,False
