,name,chamber,party,state,district,date,content,replyCount,retweetCount,likeCount,quoteCount,handle,platform,url,photos,news,text,toke,topic,enga,engaSum
377,Sam Graves,House,Republican,MO,6,2021-05-19 11:43:39.000000,"We need real bipartisan solutions to America’s real infrastructure problems.

As Ranking Member of the House Transportation and Infrastructure Committee, I’m committed to working with my colleagues on both sides of the aisle to fix real infrastructure—like our roads and bridges.",0,0,81,0,118514606128,Facebook,https://facebook.com/118514606128/videos/4250252785036890,,,need real bipartisan solutions americas real infrastructure problemsas ranking member house transportation infrastructure committee im committed working colleagues sides aisle fix real infrastructurelike roads bridges,"['need', 'real', 'bipartisan', 'solutions', 'americas', 'real', 'infrastructure', 'problemsas', 'ranking', 'member', 'house', 'transportation', 'infrastructure', 'committee', 'im', 'committed', 'working', 'colleagues', 'sides', 'aisle', 'fix', 'real', 'infrastructurelike', 'roads', 'bridges']",08,81,2547
1,Thom Tillis,Senate,Republican,NC,,2021-05-19 16:06:10+00:00,I'm proud to reintroduce bipartisan legislation to strengthen the domestic manufacturing of critical medical and testing supplies to ensure the United States is better prepared for future public health emergencies. tillis.senate.gov/2021/5/tillis-…,43,4,29,4,senthomtillis,Twitter,https://twitter.com/SenThomTillis/status/1395048140462567427,,['https://www.tillis.senate.gov/2021/5/tillis-and-bennet-reintroduce-bipartisan-legislation-to-improve-medical-supply-manufacturing-and-rebuild-the-strategic-national-stockpile'],im proud reintroduce bipartisan legislation strengthen domestic manufacturing critical medical testing supplies ensure united states better prepared future public health emergencies tillissenategov20215tillis,"['im', 'proud', 'reintroduce', 'bipartisan', 'legislation', 'strengthen', 'domestic', 'manufacturing', 'critical', 'medical', 'testing', 'supplies', 'ensure', 'united', 'states', 'better', 'prepared', 'future', 'public', 'health', 'emergencies', 'tillissenategov20215tillis']",21,80,3422
274,Shelley Moore Capito,Senate,Republican,WV,,2021-05-19 10:27:22.000000,"Connecting our homes, businesses, and schools with reliable internet access is the main focus behind my #CapitoConnect program.

Yesterday, I introduced legislation that will help drive investment in rural broadband projects throughout WV | Bluefield Daily Telegraph Official Page

BDTONLINE.COM
Boosting broadband: Sen. Capito leads bipartisan effort to increase rural investments",24,4,49,0,senshelley,Facebook,https://facebook.com/senshelley/posts/10159241887029758,,https://www.bdtonline.com/news/boosting-broadband-sen-capito-leads-bipartisan-effort-to-increase-rural-investments/article_b703d524-b83c-11eb-9870-0b20e8cca688.html,connecting homes businesses schools reliable internet access main focus behind capitoconnect programyesterday introduced legislation help drive investment rural broadband projects throughout wv bluefield daily telegraph official pagebdtonlinecomboosting broadband sen capito leads bipartisan effort increase rural investments,"['connecting', 'homes', 'businesses', 'schools', 'reliable', 'internet', 'access', 'main', 'focus', 'behind', 'capitoconnect', 'programyesterday', 'introduced', 'legislation', 'help', 'drive', 'investment', 'rural', 'broadband', 'projects', 'throughout', 'wv', 'bluefield', 'daily', 'telegraph', 'official', 'pagebdtonlinecomboosting', 'broadband', 'sen', 'capito', 'leads', 'bipartisan', 'effort', 'increase', 'rural', 'investments']",14,77,2703
91,Bradley Scott Schneider,House,Democrat,IL,10,2021-05-19 15:34:51+00:00,"Israel has the right to defend herself and her citizens from the terrorists’ rockets.  All people, Israeli and Palestinian, have the right to live with security and peace.",11,8,50,8,repschneider,Twitter,https://twitter.com/RepSchneider/status/1395040259793096710,,[],israel right defend citizens terrorists rockets people israeli palestinian right live security peace,"['israel', 'right', 'defend', 'citizens', 'terrorists', 'rockets', 'people', 'israeli', 'palestinian', 'right', 'live', 'security', 'peace']",25,77,70271
311,Brian Higgins,House,Democrat,NY,26,2021-05-19 17:38:57.000000,"Sharing extra vaccines from New York State with our Canadian neighbors not only helps to ensure a faster end to the pandemic and return to normalcy, but also represents a positive path toward the safe reopening of our Northern Border.

To help Western New Yorkers reunite with family, friends, and neighbors, we are pushing both state and federal governments to make this happen.",16,0,60,0,RepBrianHiggins,Facebook,https://facebook.com/RepBrianHiggins/posts/10157843714921441,https://scontent-iad3-2.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/189229772_10157843556336441_1739423170552706930_n.jpg?_nc_cat=109&ccb=1-3&_nc_sid=8024bb&_nc_ohc=CSuUiNYd7gsAX9Wzlot&_nc_ht=scontent-iad3-2.xx&tp=14&oh=81f691a2e3c6b8331c2f4b85953ff44b&oe=60CAC31C,,sharing extra vaccines new york state canadian neighbors helps ensure faster end pandemic return normalcy also represents positive path toward safe reopening northern borderto help western new yorkers reunite family friends neighbors pushing state federal governments make happen,"['sharing', 'extra', 'vaccines', 'new', 'york', 'state', 'canadian', 'neighbors', 'helps', 'ensure', 'faster', 'end', 'pandemic', 'return', 'normalcy', 'also', 'represents', 'positive', 'path', 'toward', 'safe', 'reopening', 'northern', 'borderto', 'help', 'western', 'new', 'yorkers', 'reunite', 'family', 'friends', 'neighbors', 'pushing', 'state', 'federal', 'governments', 'make', 'happen']",16,76,408
305,Steven M. Palazzo,House,Republican,MS,4,2021-05-19 17:58:22.000000,"I am a strong advocate for our law enforcement in Congress and will continue fighting to ensure our men and women in blue receive the best equipment, strongest support, and the respect they deserve. This week, my newsletter honors our fallen officers during National Police Week. Read more here⬇️.

PALAZZO.HOUSE.GOV
Honoring Our Fallen Officers During National Police Week",14,3,57,0,stevenpalazzo,Facebook,https://facebook.com/stevenpalazzo/posts/4452428744785063,,https://palazzo.house.gov/news/email/show.aspx?ID=5NBIAJ4YVFBYUGS2XHEJFQZZ6I,strong advocate law enforcement congress continue fighting ensure men women blue receive best equipment strongest support respect deserve week newsletter honors fallen officers national police week read herepalazzohousegovhonoring fallen officers national police week,"['strong', 'advocate', 'law', 'enforcement', 'congress', 'continue', 'fighting', 'ensure', 'men', 'women', 'blue', 'receive', 'best', 'equipment', 'strongest', 'support', 'respect', 'deserve', 'week', 'newsletter', 'honors', 'fallen', 'officers', 'national', 'police', 'week', 'read', 'herepalazzohousegovhonoring', 'fallen', 'officers', 'national', 'police', 'week']",13,74,5024
140,Steve Daines,Senate,Republican,MT,,2021-05-19 18:14:22.000000,"Ag is Montana's number one economic driver— our ranchers need fairness and transparency.

I'm demanding a full and thorough investigation into the price fixing and manipulation in the meatpacking industry that's harming Montana ranchers.",13,0,60,0,SteveDainesMT,Facebook,https://facebook.com/SteveDainesMT/videos/4061141300575963,,,ag montanas number one economic driver ranchers need fairness transparencyim demanding full thorough investigation price fixing manipulation meatpacking industry thats harming montana ranchers,"['ag', 'montanas', 'number', 'one', 'economic', 'driver', 'ranchers', 'need', 'fairness', 'transparencyim', 'demanding', 'full', 'thorough', 'investigation', 'price', 'fixing', 'manipulation', 'meatpacking', 'industry', 'thats', 'harming', 'montana', 'ranchers']",18,73,7620
359,Peter A. DeFazio,House,Democrat,OR,4,2021-05-19 13:15:33.000000,"#InfrastructureIsCalling and as a former Lane County commissioner, I know communities can answer the call with local leadership and federal investment. That's why I was proud to stand with mayors last week at the Capitol to urge my colleagues to respond to mayors' call for action.",6,0,67,0,RepPeterDeFazio,Facebook,https://facebook.com/RepPeterDeFazio/posts/10159239861279812,https://scontent-iad3-2.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/188280334_10159239861149812_4104911855636437602_n.jpg?_nc_cat=107&ccb=1-3&_nc_sid=8024bb&_nc_ohc=vOcSApS-ojEAX_6elM8&_nc_ht=scontent-iad3-2.xx&tp=14&oh=75933c855f0cebaa1c11fc53fe301004&oe=60CB5CE5,,infrastructureiscalling former lane county commissioner know communities answer call local leadership federal investment thats proud stand mayors last week capitol urge colleagues respond mayors call action,"['infrastructureiscalling', 'former', 'lane', 'county', 'commissioner', 'know', 'communities', 'answer', 'call', 'local', 'leadership', 'federal', 'investment', 'thats', 'proud', 'stand', 'mayors', 'last', 'week', 'capitol', 'urge', 'colleagues', 'respond', 'mayors', 'call', 'action']",24,73,7618
430,House Committee on Transportation and Infrastructure,House,N/A,N/A,N/A,2021-05-19 19:50:36+00:00,"#InfrastructureIsCalling and projects like the Frederick Douglass Memorial Bridge show that we can answer. Today, @TransportDems’ @EleanorNorton, Mayor Bowser, Secretary Buttigieg, Secretary Walsh and Majority Leader Hoyer shared how the #AmericanJobsPlan would #BuildBackBetter. https://t.co/kdTTglWdpX",0,16,55,1,transportdems,Twitter,https://twitter.com/TransportDems/status/1395104621035757571,https://pbs.twimg.com/media/E1xoK4mX0AovRcj?format=jpg&name=small,[],infrastructureiscalling projects like frederick douglass memorial bridge show answer today mayor bowser secretary buttigieg secretary walsh majority leader hoyer shared americanjobsplan would buildbackbetter,"['infrastructureiscalling', 'projects', 'like', 'frederick', 'douglass', 'memorial', 'bridge', 'show', 'answer', 'today', 'mayor', 'bowser', 'secretary', 'buttigieg', 'secretary', 'walsh', 'majority', 'leader', 'hoyer', 'shared', 'americanjobsplan', 'would', 'buildbackbetter']",24,72,7618
447,House Committee on Oversight and Reform,House,N/A,N/A,N/A,2021-05-19 16:56:34+00:00,"Chair @RepMaloney has serious concerns that Emergent's executives lined their pockets with tax payer dollars while failing to deliver on their commitment to produce life-saving doses of the #COVID vaccine. 

WATCH her deliver an opening statement at @COVIDoversight's hearing: https://t.co/N6NQfE2Qlg",3,22,47,0,oversightdems,Twitter,https://twitter.com/OversightDems/status/1395060827531661315,https://pbs.twimg.com/amplify_video_thumb/1395060369551409158/img/q8bHAKQsPaGax_Hh.jpg,[],chair serious concerns emergents executives lined pockets tax payer dollars failing deliver commitment produce lifesaving doses covid vaccine watch deliver opening statement hearing,"['chair', 'serious', 'concerns', 'emergents', 'executives', 'lined', 'pockets', 'tax', 'payer', 'dollars', 'failing', 'deliver', 'commitment', 'produce', 'lifesaving', 'doses', 'covid', 'vaccine', 'watch', 'deliver', 'opening', 'statement', 'hearing']",19,72,1071
12,Brian J. Mast,House,Republican,FL,18,2021-05-20 00:30:00+00:00,"I’m urging President Biden to direct the head of the Army Corps to visit our community before the Army Corps poisons us once again.

This is the very least they can do! https://t.co/4LkkZD09LO",10,16,44,1,repbrianmast,Twitter,https://twitter.com/RepBrianMast/status/1395174935761350658,https://pbs.twimg.com/amplify_video_thumb/1395131750796439553/img/1fiIauEg6NGj70VD.jpg,[],im urging president biden direct head army corps visit community army corps poisons us againthis least,"['im', 'urging', 'president', 'biden', 'direct', 'head', 'army', 'corps', 'visit', 'community', 'army', 'corps', 'poisons', 'us', 'againthis', 'least']",26,71,2033
230,Michael F. Bennet,Senate,Democrat,CO,,2021-05-19 13:25:04.000000,"The struggle between democracy and authoritarianism extends to tech, and America can't sit on the sidelines. Today Senator Sasse and I introduced amendments to the US Innovation & Competition Act to ensure our investments in tech reflect American values.

BENNET.SENATE.GOV
Bennet, Sasse Introduce Amendments to U.S. Innovation and Competition Act to Promote Democratic Values, Support Small Businesses in Emerging Technologies",13,3,55,0,senbennetco,Facebook,https://facebook.com/senbennetco/posts/10159161834957733,,https://www.bennet.senate.gov/public/index.cfm/press-releases?id=5FDEFE1C-1799-4CE1-A32E-74FC98163927,struggle democracy authoritarianism extends tech america cant sit sidelines today senator sasse introduced amendments us innovation competition act ensure investments tech reflect american valuesbennetsenategovbennet sasse introduce amendments us innovation competition act promote democratic values support small businesses emerging technologies,"['struggle', 'democracy', 'authoritarianism', 'extends', 'tech', 'america', 'cant', 'sit', 'sidelines', 'today', 'senator', 'sasse', 'introduced', 'amendments', 'us', 'innovation', 'competition', 'act', 'ensure', 'investments', 'tech', 'reflect', 'american', 'valuesbennetsenategovbennet', 'sasse', 'introduce', 'amendments', 'us', 'innovation', 'competition', 'act', 'promote', 'democratic', 'values', 'support', 'small', 'businesses', 'emerging', 'technologies']",17,71,2005
